signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,transcript_clean,hidden_file
S09827_L0215_E021,but mostly it's either something i've written or something old,mostly it's something i've written or something old,80.0,10,8,"But mostly, it's either something I've written or something old.",But mostly it's either something I've written or something old.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09827_L0215_E021.pt
S09828_L0201_E021,in fact it does a great deal less,in fact it does a great deal less,100.0,8,8,"In fact, it does a great deal less.","In fact, it does a great deal less.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09828_L0201_E021.pt
S09830_L0209_E021,so how have you been making out without me then,so how have you been making out without me then,100.0,10,10,So how have you been making out without me then?,So how have you been making out without me then?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09830_L0209_E021.pt
S09831_L0201_E021,entry can be rapid as can withdrawal,entry can be rapid as can withdrawal,100.0,7,7,"Entry can be rapid, as can withdrawal.","Entry can be rapid, as can withdrawal.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09831_L0201_E021.pt
S09833_L0219_E021,now what should she get for lunch,now what should she get for lunch,100.0,7,7,"Now, what should you get for lunch?","Now, what should she get for lunch?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09833_L0219_E021.pt
S09837_L0239_E021,it's like saying why do you breathe he said,it's like saying why do you breathe he said,100.0,9,9,It's like saying why do you breathe? He said.,"It's like saying, why do you breathe? He said.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09837_L0239_E021.pt
S09841_L0218_E021,the life giving wind will come soon,the life giving wind will come soon,100.0,7,7,The life giving wind will come soon.,The life-giving wind will come soon.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09841_L0218_E021.pt
S09844_L0206_E021,i thought we hadn't seen the last of her,i thought i hadn't seen the last of her,88.8888888889,9,8,I thought we hadn't seen the last of her.,I thought we hadn't seen the last of her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09844_L0206_E021.pt
S09844_L0212_E021,i thought we hadn't seen the last of her,i thought we hadn't seen the last of her,100.0,9,9,I thought we hadn't seen the last of her.,I thought we hadn't seen the last of her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09844_L0212_E021.pt
S09846_L0200_E021,come and look at this lot lad,come and look at this lot lad,100.0,7,7,Come and look at this lot lad.,Come and look at this lot lad.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09846_L0200_E021.pt
S09856_L0215_E021,she had to get her say in didn't she,she had to get her say in didn't she,100.0,9,9,"She had to get her say in, didn't she?","She had to get her say in, didn't she?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09856_L0215_E021.pt
S09860_L0206_E021,she herself was different for one thing,she herself was different for one thing,100.0,7,7,She herself was different for one thing.,She herself was different for one thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09860_L0206_E021.pt
S09861_L0242_E021,this is not just a party trick,this is not just a party trick,100.0,7,7,This is not just a party trick.,This is not just a party trick.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09861_L0242_E021.pt
S09862_L0218_E021,on the wharf activity was dying down,on the wharf activity was dying down,100.0,7,7,"On the wharf, activity was dying down.","On the wharf, activity was dying down.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09862_L0218_E021.pt
S09862_L0221_E021,on the wharf activity was dying down,on the wharf activity was dying down,100.0,7,7,"On the wharf, activity was dying down.","On the wharf, activity was dying down.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09862_L0221_E021.pt
S09865_L0206_E021,what kind of book she give you pal,what kind of books do they give you pal ,75.0,8,6,"What kind of books she give you, pal?","What kind of books you give you, pal?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09865_L0206_E021.pt
S09866_L0224_E021,it's time you two learned to get along,it's time you learnt to get along ,75.0,8,6,It's time you two learn to get along.,It's time you too learn to get along.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09866_L0224_E021.pt
S09870_L0219_E021,do you doubt i have such a sum,do you dare tell us,25.0,8,2,Do you doubt I have such a son?,Do you doubt I have such a son?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09870_L0219_E021.pt
S09877_L0242_E021,i should not be thrown around like luggage,i should not be thrown around like luggage,100.0,8,8,I should not be thrown around like that.,I should not be thrown around like luggage.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09877_L0242_E021.pt
S09884_L0206_E021,it was about the future of the soviet union,it was about the future of the soviet union,100.0,9,9,It was about the future of the Soviet Union.,It was about the future of the Soviet Union.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09884_L0206_E021.pt
S09892_L0206_E021,all we have to do is listen,all we have to do is listen,100.0,7,7,All we have to do is listen.,All we have to do is listen.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09892_L0206_E021.pt
S09894_L0224_E021,i let him stay here because of you,i let him stay here because of you ,100.0,8,8,I let him stay here because of you.,I let him stay here because of you.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09894_L0224_E021.pt
S09899_L0201_E021,there is a lounge bar and lift,there is a lounge bar and lift,100.0,7,7,"There is a lounge, bar, and lift.","There is a lounge, bar and lift.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09899_L0201_E021.pt
S09900_L0218_E021,and what was the rest of it,and what was the rest of it,100.0,7,7,And what was the rest of it?,And what was the rest of it?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09900_L0218_E021.pt
S09904_L0206_E021,host performance is said to be unaffected by the board,close performance is supposed to be expected by the board ,70.0,10,7,Coast performance is said to be unaffected by the board.,Host performance is said to be unaffected by the board.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09904_L0206_E021.pt
S09904_L0212_E021,host performance is said to be unaffected by the board,post performance is said to be unexpected by the board,80.0,10,8,Coast performance is said to be unaffected by the board.,Host performance is said to be unaffected by the board.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09904_L0212_E021.pt
S09907_L0218_E021,for ever after all had not been so long,forever after all had not been so long,77.7777777778,9,7,"Forever, after all, had not been so long.","Forever, after all, had not been so long.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09907_L0218_E021.pt
S09907_L0221_E021,for ever after all had not been so long,forever after all had not been so long,77.7777777778,9,7,"Forever, after all, had not been so long.","Forever, after all, had not been so long.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09907_L0221_E021.pt
S09908_L0216_E021,where else could he have been going,may i ask where you have been going,42.8571428571,7,3,Where else could he have been going?,Where else could he have been going?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09908_L0216_E021.pt
S09911_L0242_E021,we have a strong science base in britain he said,we have a strong science base in britain he said,100.0,10,10,"We have a strong science base in Britain, he said.","We have a strong science base in Britain, he said.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09911_L0242_E021.pt
S09913_L0229_E021,he spoke to the financial controller too,he spoke to the financial controller too,100.0,7,7,He spoke to the financial controller too.,He spoke to the financial controller too.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09913_L0229_E021.pt
S09915_L0229_E021,can't anyone get this stinking wire off me,does anyone get this stinking wire off of me,87.5,8,7,Can't anyone get this stinking wire off me?,Can't anyone get this stinking wire off me?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09915_L0229_E021.pt
S09915_L0242_E021,can't anyone get this stinking wire off me,can't anyone get this stinking wire off of me,100.0,8,8,Can't anyone get this sinking wire off me?,Can't anyone get this stinking wire off me?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09915_L0242_E021.pt
S09919_L0227_E021,well what i knew was i would get no more,well wherever he was he would get more,50.0,10,5,Well what I knew was I would get no more.,"Well, what I knew was I would get no more.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09919_L0227_E021.pt
S09920_L0200_E021,it was worse than the first time,it was worse than the first time,100.0,7,7,It was worse than the first time.,It was worse than the first time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09920_L0200_E021.pt
S09920_L0240_E021,it was worse than the first time,it was worse than the first time ,100.0,7,7,It was worse than the first time.,It was worse than the first time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09920_L0240_E021.pt
S09922_L0222_E021,no other director would have cast me no other,no other director would have cast me no other,100.0,9,9,No other director would have cast me. No other.,"No other director would have cast me, no other.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09922_L0222_E021.pt
S09923_L0239_E021,perhaps you should go to your embassy,perhaps you should go to your enemy,85.7142857143,7,6,Perhaps you should go to your embassy.,Perhaps you should go to your embassy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09923_L0239_E021.pt
S09928_L0219_E021,think for a moment what your house is worth today,think for a moment what your house is worth today,100.0,10,10,Think for a moment what your house is worth today.,Think for a moment what your house is worth today.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09928_L0219_E021.pt
S09928_L0225_E021,think for a moment what your house is worth today,think for a moment what your house is worth today,100.0,10,10,Think for a moment what your house is worth today.,Think for a moment what your house is worth today.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09928_L0225_E021.pt
S09935_L0240_E021,just you the wind the water and the sun,just you the wind the water the sun ,88.8888888889,9,8,"Just you, the wind, the water and the sun.","Just you, the wind, the water and the sun.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09935_L0240_E021.pt
S09945_L0216_E021,i don't owe anyone except perhaps myself,i don't owe anyone except perhaps myself,100.0,7,7,I don't owe anyone except perhaps myself.,I don't owe anyone except perhaps myself.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09945_L0216_E021.pt
S09951_L0243_E021,i thank you my lord for your courtesy,i thank you my lord for your courtesy,100.0,8,8,I thank you my lord for your courtesy.,I thank you my lord for your courtesy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09951_L0243_E021.pt
S09952_L0239_E021,her mother left her alone in an empty house,her mother left her alone in an empty house,100.0,9,9,Her mother left her alone in an empty house.,Her mother left her alone in an empty house.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09952_L0239_E021.pt
S09961_L0222_E021,now who did you sit next to,love who did you sit next to,85.7142857143,7,6,"Now, who did you sit next to?","Now, who did you sit next to?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09961_L0222_E021.pt
S09964_L0225_E021,not because of your lovely mouth my dear,not because of your lovely mouth my dear,100.0,8,8,"Not because of your lovely mouth, my dear.","Not because of your lovely mouth, my dear.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09964_L0225_E021.pt
S09964_L0231_E021,not because of your lovely mouth my dear,not because of your lovely mouth my dear ,100.0,8,8,"Not because of your lovely mouth, my dear.","Not because of your lovely mouth, my dear.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09964_L0231_E021.pt
S09971_L0239_E021,it's a very sad day for the city,this is only sad thing to be,12.5,8,1,It's a very sad day for the city.,It's a very sad day for the city.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09971_L0239_E021.pt
S09972_L0218_E021,the fifth aircraft returned with its torpedo,the sixth aircraft returned with its torpedo,85.7142857143,7,6,The fifth aircraft returned with its torpedo.,The fifth aircraft returned with its torpedo.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09972_L0218_E021.pt
S09977_L0201_E021,his mother had always been careful with money,his mother had always been careful with money,100.0,8,8,His mother had always been careful with money.,His mother had always been careful with money.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09977_L0201_E021.pt
S10000_L0217_E021,do i need to treat the mortar,do i need to treat,71.4285714286,7,5,Do I need to treat the mortar?,Do I need to treat the mortar?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S10000_L0217_E021.pt
S08508_L0201_E018,and it is the most incredible thing,the most incredible thing,57.1428571429,7,4,And it is the most incredible thing.,And it is the most incredible thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08508_L0201_E018.pt
S08510_L0229_E018,i suppose you wouldn't be free for dinner this evening,i suppose you wouldn't be free evening,70.0,10,7,I suppose you wouldn't be free for dinner this evening.,I suppose you wouldn't be free for dinner this evening?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08510_L0229_E018.pt
S08510_L0242_E018,i suppose you wouldn't be free for dinner this evening,the possibility,0.0,10,0,I suppose you wouldn't be free for dinner this evening.,I suppose you wouldn't be free for dinner this evening?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08510_L0242_E018.pt
S08512_L0225_E018,the system would not let him down again,the system would not let him down,87.5,8,7,The system will not let you go on the game.,The system would not let him down again.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08512_L0225_E018.pt
S08512_L0231_E018,the system would not let him down again,the system would not let him down again,100.0,8,8,The system was not letting down the game.,The system would not let him down again.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08512_L0231_E018.pt
S08515_L0239_E018,she said mum gave it to me,she said mum doesn't smoke,42.8571428571,7,3,"She said, Mom gave it to me.","She said, Mum gave it to me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08515_L0239_E018.pt
S08529_L0243_E018,i think he confirmed this on saturday,i think you confirmed this on saturday ,85.7142857143,7,6,I think he confirmed this on Saturday.,I think he confirmed this on Saturday.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08529_L0243_E018.pt
S08532_L0212_E018,the term mixed race is also inaccurate,the term mixed race is,71.4285714286,7,5,The term nextres is also inaccurate.,The term mixed race is also inaccurate.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08532_L0212_E018.pt
S08532_L0221_E018,the term mixed race is also inaccurate,the term mixed race is also inaccurate,100.0,7,7,The term nextres is also inaccurate.,The term mixed race is also inaccurate.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08532_L0221_E018.pt
S08537_L0218_E018,it will remain off the song sheet,remain of,14.2857142857,7,1,in the remain of the same sheet.,It will remain off the sum sheet.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08537_L0218_E018.pt
S08537_L0221_E018,it will remain off the song sheet,it will remain off attention,57.1428571429,7,4,in the remain of the same sheet.,It will remain off the sum sheet.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08537_L0221_E018.pt
S08540_L0224_E018,i bet you haven't any more than i did,i bet you,33.3333333333,9,3,I bet you haven't any more tonalities.,I bet you haven't any more than I did.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08540_L0224_E018.pt
S08546_L0225_E018,you had no intention of any such thing,you had no intention of doing any such thing,100.0,8,8,You've had no intention of any such thing.,You had no intention of any such thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08546_L0225_E018.pt
S08546_L0231_E018,you had no intention of any such thing,you had no intention of any such thing,100.0,8,8,You've had no intention of doing such thing.,You had no intention of any such thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08546_L0231_E018.pt
S08554_L0216_E018,birth control however is a very controversial issue,birth control however is a very controversial issue,100.0,8,8,"Birth control, however, is a very controversial issue.","Birth control, however, is a very controversial issue.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08554_L0216_E018.pt
S08555_L0243_E018,he had his black chest out too,he had a black too,57.1428571429,7,4,He had his black chest out too.,He had his black chest out too.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08555_L0243_E018.pt
S08561_L0229_E018,i predict that the car will crash,i predict that the,57.1428571429,7,4,I predict that the cone will crash.,I predict that the car will crash.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08561_L0229_E018.pt
S08566_L0216_E018,there was an unkempt look about him,,0.0,7,0,There was no hint.,There was an unkempt look about him.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08566_L0216_E018.pt
S08574_L0224_E018,he couldn't make any sense of it at all,he couldn't make any sense of it at all,100.0,9,9,He couldn't make any sense of it at all.,He couldn't make any sense of it at all.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08574_L0224_E018.pt
S08575_L0222_E018,his voice strained like a young stallion on a halter,,0.0,10,0,His voice strained like a young stallion on a halter.,His voice strained like a young stallion on a halter.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08575_L0222_E018.pt
S08576_L0218_E018,stay in the car if you don't mind,stay in the car if you don't mind,100.0,8,8,Stay in the car if you don't mind.,Stay in the car if you don't mind.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08576_L0218_E018.pt
S08578_L0209_E018,get out of my way at once,get out of my way at once,100.0,7,7,Get out of my way at once.,Get out of my way at once.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08578_L0209_E018.pt
S08582_L0200_E018,outside in the open air it was glorious,outside in the open air it was glorious,100.0,8,8,"Outside, in the open air, it was glorious.","Outside, in the open air, it was glorious.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08582_L0200_E018.pt
S08590_L0209_E018,you must try not to let her worry,he was trying not to let her go,50.0,8,4,I must try not to let her run.,You must try not to let her worry.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08590_L0209_E018.pt
S08594_L0236_E018,i can't keep my cool and he does rattle me,i can't keep my cool it does rattle me,80.0,10,8,I can't keep my porn and he does rattling me.,I can't keep my cool and he does rattle me.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08594_L0236_E018.pt
S08606_L0239_E018,it has in fact a complete absence of energy,it has in fact a complete answer to energy,77.7777777778,9,7,It has in fact a complete absence of energy.,It has in fact a complete absence of energy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08606_L0239_E018.pt
S08613_L0219_E018,he said the car came alongside me,alongside you,14.2857142857,7,1,"Mr. Decarco, the line is side view.","He said, The car came alongside me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08613_L0219_E018.pt
S08613_L0225_E018,he said the car came alongside me,the car came along beside me,57.1428571429,7,4,Is there a power pole in the left side of you?,"He said, The car came alongside me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08613_L0225_E018.pt
S08614_L0216_E018,replace the paper and the lid and cook another hour,replace the on the lid and cook for another hour,80.0,10,8,Replace the paper and the lid and cook another hour.,Replace the paper and the lid and cook another hour.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08614_L0216_E018.pt
S08616_L0229_E018,it had been a long long day,see dead,0.0,7,0,"It's a dream come true, don't they?","It had been a long, long day.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08616_L0229_E018.pt
S08616_L0242_E018,it had been a long long day,,0.0,7,0,"It's a dream come true, don't they?","It had been a long, long day.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08616_L0242_E018.pt
S08625_L0219_E018,i'm not your enemy you can trust me,i'm not your enemy you can trust me,100.0,8,8,"I'm not your enemy, you can trust me.","I'm not your enemy, you can trust me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08625_L0219_E018.pt
S08627_L0217_E018,but there had to be something they could do,there had to be something they could do,88.8888888889,9,8,But there had to be something they could do.,But there had to be something they could do.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08627_L0217_E018.pt
S08628_L0215_E018,someone is going to be very disappointed,someone is going to be very disappointed ,100.0,7,7,Someone is going to be very disappointed.,Someone is going to be very disappointed.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08628_L0215_E018.pt
S08637_L0217_E018,this is the essence of the algorithm above,this is the essence of the algorithm above,100.0,8,8,This is the essence of the algorithm above.,This is the essence of the algorithm above.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08637_L0217_E018.pt
S08645_L0222_E018,no one came on as a sub did they,no one came on as a sub did they,100.0,9,9,"No one came on as a sob, did they?",No one came on as a sub did they?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08645_L0222_E018.pt
S08651_L0200_E018,there wouldn't be any room for us to be us,there wouldn't be any for us to be us,90.0,10,9,There wouldn't be any room for us to be us.,There wouldn't be any room for us to be us.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08651_L0200_E018.pt
S08651_L0240_E018,there wouldn't be any room for us to be us,there wouldn't be any room for us to be us ,100.0,10,10,There wouldn't be any room for us to be us.,There wouldn't be any room for us to be us.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08651_L0240_E018.pt
S08652_L0217_E018,you were late by half an hour this afternoon,you were late by half an hour this afternoon,100.0,9,9,You were late by half an hour this afternoon.,You were late by half an hour this afternoon.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08652_L0217_E018.pt
S08653_L0236_E018,attached was a note giving his name,attached was a note giving his name,100.0,7,7,Attached was a note giving his name.,Attached was a note giving his name.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08653_L0236_E018.pt
S08658_L0229_E018,inevitably novelty is confused with genuine innovation,inevitably confused with,42.8571428571,7,3,"Inevitably, novelty is confused with genuine innovation.","Inevitably, novelty is confused with genuine innovation.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08658_L0229_E018.pt
S08658_L0242_E018,inevitably novelty is confused with genuine innovation,inevitably,14.2857142857,7,1,"Inevitably, novelty is confused with genuine innovation.","Inevitably, novelty is confused with genuine innovation.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08658_L0242_E018.pt
S08660_L0236_E018,now that has all been sunk without trace,now that has all been said without choice,75.0,8,6,Now that has all been sung without trace.,Now that has all been sunk without trace.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08660_L0236_E018.pt
S08682_L0206_E018,without another word the doctor strode into the darkness,without another word the doctors in the darkness,66.6666666667,9,6,"Without another word, the doctor strode into the darkness.","Without another word, the doctor strode into the darkness.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08682_L0206_E018.pt
S08683_L0239_E018,the distinction however is little more than skin deep,is looking more than skin deep,55.5555555556,9,5,"The distinction, however, is little more than skin deep.","The distinction, however, is little more than skin deep.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08683_L0239_E018.pt
S08685_L0222_E018,you haven't gone and fallen have you,,0.0,7,0,"You haven't got it slow enough, you know.","You haven't gone and fallen, have you?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08685_L0222_E018.pt
S08686_L0229_E018,you must find a squat for yourself,he must find a himself,42.8571428571,7,3,He must find a spot himself.,You must find a squat for yourself.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08686_L0229_E018.pt
S08689_L0229_E018,she had to get rid of him,she had to get rid of him,100.0,7,7,She had to get rid of him.,She had to get rid of him.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08689_L0229_E018.pt
S08702_L0240_E018,couldn't do it without you you know,couldn't do it without you you know ,100.0,7,7,"Couldn't do it without you, you know.","Couldn't do it without you, you know.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08702_L0240_E018.pt
S08703_L0218_E018,we had an agreement and she broke it,we had an agreement and she broke it,100.0,8,8,We had an appointment and she quit.,"We had an agreement, and she broke it.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08703_L0218_E018.pt
S08707_L0200_E018,be as realistic and objective as you can,subjective as you can,37.5,8,3,Be as realistic and objective as you can.,Be as realistic and objective as you can.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08707_L0200_E018.pt
S08713_L0225_E018,it made no mention of my wife,he made no mention of it at my place,71.4285714286,7,5,"It may be very much so, because my wife.",It made no mention of my wife.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08713_L0225_E018.pt
S08713_L0231_E018,it made no mention of my wife,it made no mention of it on my drive ,85.7142857143,7,6,"It may be very much so, because my voice.",It made no mention of my wife.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08713_L0231_E018.pt
S08722_L0225_E018,now i must leave you he said gently,now i must leave you he said gently,100.0,8,8,"Now I must leave you, he said gently.","Now, I must leave you, he said gently.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08722_L0225_E018.pt
S08722_L0231_E018,now i must leave you he said gently,now i must leave you he said gently ,100.0,8,8,"Now I must leave you, he said gently.","Now, I must leave you, he said gently.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08722_L0231_E018.pt
S08725_L0206_E018,the essence of the craftsman will never leave the work,the essence of the classroom will never leave the work,90.0,10,9,The essence of the craftsman will never leave the work.,The essence of the craftsman will never leave the work.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08725_L0206_E018.pt
S08725_L0212_E018,the essence of the craftsman will never leave the work,the essence of the question will never leave the word,80.0,10,8,The essence of the craftsman will never leave the work.,The essence of the craftsman will never leave the work.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08725_L0212_E018.pt
S08727_L0209_E018,but it was always so hot in the centre,but it was always so hot in the centre,100.0,9,9,But it was always so hot in the centre.,But it was always so hot in the centre.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08727_L0209_E018.pt
S08732_L0222_E018,and we need your help with the survey,we need your help with the sorbet,75.0,8,6,and we need your help with the survey.,And we need your help with the survey.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08732_L0222_E018.pt
S08735_L0225_E018,the rest can be put down as uncommitted,learn,0.0,8,0,,The rest can be put down as uncommitted.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08735_L0225_E018.pt
S08735_L0231_E018,the rest can be put down as uncommitted,the last thing i said is not repeatable ,12.5,8,1,,The rest can be put down as uncommitted.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08735_L0231_E018.pt
S08739_L0201_E018,could you please at least tell them it's quite urgent,could you please it's quite urgent,60.0,10,6,Could you please at least tell them it's quite urgent Mr. McAvoy?,Could you please at least tell them it's quite urgent?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08739_L0201_E018.pt
S08742_L0218_E018,do they make much fuss about that,even as much ,14.2857142857,7,1,Do they make much fuss about that interview?,Do they make much fuss about that?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08742_L0218_E018.pt
S08743_L0217_E018,wear old clothes and bring a hammer,wear old clothes and bring a hammer,100.0,7,7,We're old toys and don't know how to.,Wear old clothes and bring a hammer.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08743_L0217_E018.pt
