signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,wcs,correct_words,transcript_clean,hidden_file
S09646_L0221_E021,any kind of treatment or rehabilitation is impossible,any kind of treatment or rehabilitation is impossible,100.0,8,8,Any kind of treatment or rehabilitation is impossible.,100.0,any kind of treatment or rehabilitation is impossible,Any kind of treatment or rehabilitation is impossible.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09646_L0221_E021.pt
S09649_L0212_E021,money apparently was no object although there was no money,money apparently was no object although there was no money,100.0,10,10,"Money apparently was no object, although there was no money.",100.0,money apparently was no object although there was no money,"Money apparently was no object, although there was no money.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09649_L0212_E021.pt
S09649_L0221_E021,money apparently was no object although there was no money,money apparently was no object although there was no money,100.0,10,10,"Money apparently was no object, although there was no money.",100.0,money apparently was no object although there was no money,"Money apparently was no object, although there was no money.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09649_L0221_E021.pt
S09655_L0239_E021,and the good must triumph over the bad,and the good must triumph over the bad,100.0,8,8,And the good must triumph over the bad.,100.0,and the good must triumph over the bad,And the good must triumph over the bad.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09655_L0239_E021.pt
S09662_L0216_E021,i was thinking about that today over lunch,i was thinking about that today over lunch,100.0,8,8,I was thinking about that today over lunch.,100.0,i was thinking about that today over lunch,I was thinking about that today over lunch.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09662_L0216_E021.pt
S09666_L0219_E021,smoking is dangerous for you and your baby,smacking is dangerous for you and your baby,87.5,8,7,Smoking is dangerous for you and your baby.,100.0,smoking is dangerous for you and your baby,Smoking is dangerous for you and your baby.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09666_L0219_E021.pt
S09669_L0222_E021,she will travel there later this afternoon from here,she will travel there later this afternoon from here,100.0,9,9,She will travel there later this afternoon from here.,100.0,she will travel there later this afternoon from here,She will travel there later this afternoon from here.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09669_L0222_E021.pt
S09670_L0218_E021,just get over there and start working,just get over there and start working,100.0,7,7,Just get over there and start working.,100.0,just get over there and start working,Just get over there and start working.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09670_L0218_E021.pt
S09670_L0221_E021,just get over there and start working,just get over there and start working,100.0,7,7,Just get over there and start working.,100.0,just get over there and start working,Just get over there and start working.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09670_L0221_E021.pt
S09673_L0224_E021,there was no such basis available for women,there was no such basis available for women ,100.0,8,8,There was no such basis available for women.,100.0,there was no such basis available for women,There was no such basis available for women.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09673_L0224_E021.pt
S09676_L0215_E021,nobody is about to tell me though,nobody is about to tell me though,100.0,7,7,Nobody is about to tell me though.,100.0,nobody is about to tell me though,Nobody is about to tell me though.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09676_L0215_E021.pt
S09677_L0242_E021,i had to work very hard to satisfy him,i had to work very hard to satisfy him,100.0,9,9,I had to work very hard to satisfy him.,100.0,i had to work very hard to satisfy him,I had to work very hard to satisfy him.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09677_L0242_E021.pt
S09678_L0236_E021,don't tell me about the girl who lost her childhood,don't tell me about the goal that he lost,50.0,10,5,Don't tell me about the girl who lost her childhood.,100.0,don't tell me about the girl who lost her childhood,Don't tell me about the girl who lost her childhood.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09678_L0236_E021.pt
S09681_L0215_E021,i'm just delighted to make the team,i'm just delighted to make the team,100.0,7,7,I'm just delighted to make the team.,100.0,i'm just delighted to make the team,I'm just delighted to make the team.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09681_L0215_E021.pt
S09684_L0201_E021,allow to cool undisturbed and then pour into a jar,allow to cool undisturbed and then poor into a jar,90.0,10,9,Allow to cool undisturbed and then pour into a jar.,100.0,allow to cool undisturbed and then pour into a jar,Allow to cool undisturbed and then pour into a jar.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09684_L0201_E021.pt
S09689_L0236_E021,i'm sure your friend will have no trouble finding someone,i'm sure your friend will have no trouble finding someone,100.0,10,10,I'm sure your friend will have no trouble finding someone.,100.0,i'm sure your friend will have no trouble finding someone,I'm sure your friend will have no trouble finding someone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09689_L0236_E021.pt
S09704_L0229_E021,how can i tell them how i feel about it,how can i tell them how i feel about it,100.0,10,10,How can I tell them how I feel about it?,100.0,how can i tell them how i feel about it,How can I tell them how I feel about it?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09704_L0229_E021.pt
S09707_L0218_E021,at least she knew adam was safe now,at least she knew adam was safe now,100.0,8,8,At least she knew Adam was safe now.,100.0,at least she knew adam was safe now,At least she knew Adam was safe now.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09707_L0218_E021.pt
S09707_L0221_E021,at least she knew adam was safe now,at least she knew adam was safe now,100.0,8,8,At least she knew Adam was safe now.,100.0,at least she knew adam was safe now,At least she knew Adam was safe now.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09707_L0221_E021.pt
S09715_L0239_E021,so we had to shrink the hall,so we have to shrink the hall,85.7142857143,7,6,So we have to shrink the horn.,71.42857142857143,so we to shrink the,So we had to shrink the hole.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09715_L0239_E021.pt
S09716_L0215_E021,the queen sent her own sister a real princess instead,the queen sent her own sister a real princess instead,100.0,10,10,"The queen sent her own sister, a real princess, instead.",100.0,the queen sent her own sister a real princess instead,"The queen sent her own sister, a real princess, instead.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09716_L0215_E021.pt
S09717_L0240_E021,at least not in front of the maid,at least not in front of the maid ,100.0,8,8,At least not in front of the maid.,100.0,at least not in front of the maid,At least not in front of the maid.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09717_L0240_E021.pt
S09719_L0217_E021,it was difficult to tell from this distance,it is difficult to tell from this distance,87.5,8,7,It was difficult to tell from this distance.,100.0,it was difficult to tell from this distance,It was difficult to tell from this distance.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09719_L0217_E021.pt
S09733_L0216_E021,they tend to subside as quickly as they arise,they tend to subside as quickly as they arrive,88.8888888889,9,8,They tend to subside as quickly as they arrive.,88.88888888888889,they tend to subside as quickly as they,They tend to subside as quickly as they arise.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09733_L0216_E021.pt
S09740_L0218_E021,my little crew of seven fish are the test bed,my little crew of seven fish are the test bed,100.0,10,10,My little crew of seven fish are the test bed.,100.0,my little crew of seven fish are the test bed,My little crew of seven fish are the test bed.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09740_L0218_E021.pt
S09740_L0221_E021,my little crew of seven fish are the test bed,my little crew of seven fish are the test bed,100.0,10,10,My little crew of seven fish are the test bed.,100.0,my little crew of seven fish are the test bed,My little crew of seven fish are the test bed.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09740_L0221_E021.pt
S09753_L0217_E021,there is however an important general point at issue here,very is however a general point here,50.0,10,5,"There is, however, an important general point of issue here.",90.0,there is however an important general point issue here,"There is, however, an important general pointed issue here.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09753_L0217_E021.pt
S09754_L0217_E021,let me open the wine i said,let me open the wine i said,100.0,7,7,"Let me open the lines, I said.",85.71428571428571,let me open the i said,"Let me open the wine, I said.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09754_L0217_E021.pt
S09759_L0215_E021,i wouldn't have had that happen for anything,carving taught me how that happened before anything,25.0,8,2,I wouldn't have had that happen for anything.,100.0,i wouldn't have had that happen for anything,I wouldn't have had that happen for anything.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09759_L0215_E021.pt
S09765_L0215_E021,and how long will this last us,and how long will this last for,85.7142857143,7,6,And how long will this last us?,100.0,and how long will this last us,And how long will this last us?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09765_L0215_E021.pt
S09767_L0236_E021,the next question is where can they be bought,the next question is where can they be bought,100.0,9,9,"The next question is, where can they be bought?",100.0,the next question is where can they be bought,"The next question is, where can they be bought?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09767_L0236_E021.pt
S09776_L0227_E021,it's not surprising nobody has any respect for it,it's not surprising no one has any respect for it,88.8888888889,9,8,It's not surprising nobody has any respect for it.,100.0,it's not surprising nobody has any respect for it,It's not surprising nobody has any respect for it.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09776_L0227_E021.pt
S09780_L0240_E021,well i'm not going to do them,well i'm not going to do them,100.0,7,7,"Well, I'm not going to do them.",100.0,well i'm not going to do them,"Well, I'm not going to do them.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09780_L0240_E021.pt
S09790_L0201_E021,add the sugar and beat again until fluffy and light,add the sugar and beat again until light,80.0,10,8,Add the sugar and beat again until fluffy and light.,100.0,add the sugar and beat again until fluffy and light,Add the sugar and beat again until fluffy and light.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09790_L0201_E021.pt
S09793_L0206_E021,down from them were two more men,down from them were two more men,100.0,7,7,Down from them were two more men.,100.0,down from them were two more men,Down from them were two more men.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09793_L0206_E021.pt
S09793_L0212_E021,down from them were two more men,down from them were two more men,100.0,7,7,Down from them were two more men.,100.0,down from them were two more men,Down from them were two more men.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09793_L0212_E021.pt
S09803_L0209_E021,the town clerk held up his hand,the town clerk held up his hand,100.0,7,7,The town clerk held up his hand.,100.0,the town clerk held up his hand,The town clerk held up his hand.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09803_L0209_E021.pt
S09811_L0219_E021,one of the men said yes we are,one of the men said yes we are,100.0,8,8,"One of the men said, yes we are.",100.0,one of the men said yes we are,"One of the men said, Yes, we are.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09811_L0219_E021.pt
S09812_L0225_E021,it is a question of fact and degree,it is a matter of fact or degree,75.0,8,6,It is a question of fact and degree.,100.0,it is a question of fact and degree,It is a question of fact and degree.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09812_L0225_E021.pt
S09812_L0231_E021,it is a question of fact and degree,it was a question of fact and agree ,75.0,8,6,It is a question of fact and degree.,100.0,it is a question of fact and degree,It is a question of fact and degree.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09812_L0231_E021.pt
S09818_L0217_E021,you won't lie so you still believe it,you won't like but will you still believe it,75.0,8,6,"You won't lie, so you still believe it.",100.0,you won't lie so you still believe it,"You won't lie, so you still believe it.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09818_L0217_E021.pt
S09827_L0215_E021,but mostly it's either something i've written or something old,mostly it's something i've written or something old,80.0,10,8,"But mostly, it's either something I've written or something old.",100.0,but mostly it's either something i've written or something old,But mostly it's either something I've written or something old.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09827_L0215_E021.pt
S09828_L0201_E021,in fact it does a great deal less,in fact it does a great deal less,100.0,8,8,"In fact, it does a great deal less.",100.0,in fact it does a great deal less,"In fact, it does a great deal less.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09828_L0201_E021.pt
S09830_L0209_E021,so how have you been making out without me then,so how have you been making out without me then,100.0,10,10,So how have you been making out without me then?,100.0,so how have you been making out without me then,So how have you been making out without me then?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09830_L0209_E021.pt
S09831_L0201_E021,entry can be rapid as can withdrawal,entry can be rapid as can withdrawal,100.0,7,7,"Entry can be rapid, as can withdrawal.",100.0,entry can be rapid as can withdrawal,"Entry can be rapid, as can withdrawal.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09831_L0201_E021.pt
S09833_L0219_E021,now what should she get for lunch,now what should she get for lunch,100.0,7,7,"Now, what should you get for lunch?",85.71428571428571,now what should get for lunch,"Now, what should she get for lunch?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09833_L0219_E021.pt
S09837_L0239_E021,it's like saying why do you breathe he said,it's like saying why do you breathe he said,100.0,9,9,It's like saying why do you breathe? He said.,100.0,it's like saying why do you breathe he said,"It's like saying, why do you breathe? He said.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09837_L0239_E021.pt
S09841_L0218_E021,the life giving wind will come soon,the life giving wind will come soon,100.0,7,7,The life giving wind will come soon.,100.0,the life giving wind will come soon,The life-giving wind will come soon.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09841_L0218_E021.pt
S09844_L0206_E021,i thought we hadn't seen the last of her,i thought i hadn't seen the last of her,88.8888888889,9,8,I thought we hadn't seen the last of her.,100.0,i thought we hadn't seen the last of her,I thought we hadn't seen the last of her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09844_L0206_E021.pt
S09844_L0212_E021,i thought we hadn't seen the last of her,i thought we hadn't seen the last of her,100.0,9,9,I thought we hadn't seen the last of her.,100.0,i thought we hadn't seen the last of her,I thought we hadn't seen the last of her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09844_L0212_E021.pt
S09846_L0200_E021,come and look at this lot lad,come and look at this lot lad,100.0,7,7,Come and look at this lot lad.,100.0,come and look at this lot lad,Come and look at this lot lad.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09846_L0200_E021.pt
S09856_L0215_E021,she had to get her say in didn't she,she had to get her say in didn't she,100.0,9,9,"She had to get her say in, didn't she?",100.0,she had to get her say in didn't she,"She had to get her say in, didn't she?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09856_L0215_E021.pt
S09860_L0206_E021,she herself was different for one thing,she herself was different for one thing,100.0,7,7,She herself was different for one thing.,100.0,she herself was different for one thing,She herself was different for one thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09860_L0206_E021.pt
S09861_L0242_E021,this is not just a party trick,this is not just a party trick,100.0,7,7,This is not just a party trick.,100.0,this is not just a party trick,This is not just a party trick.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09861_L0242_E021.pt
S09862_L0218_E021,on the wharf activity was dying down,on the wharf activity was dying down,100.0,7,7,"On the wharf, activity was dying down.",100.0,on the wharf activity was dying down,"On the wharf, activity was dying down.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09862_L0218_E021.pt
S09862_L0221_E021,on the wharf activity was dying down,on the wharf activity was dying down,100.0,7,7,"On the wharf, activity was dying down.",100.0,on the wharf activity was dying down,"On the wharf, activity was dying down.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09862_L0221_E021.pt
S09865_L0206_E021,what kind of book she give you pal,what kind of books do they give you pal ,75.0,8,6,"What kind of books she give you, pal?",87.5,what kind of she give you pal,"What kind of books you give you, pal?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09865_L0206_E021.pt
S09866_L0224_E021,it's time you two learned to get along,it's time you learnt to get along ,75.0,8,6,It's time you two learn to get along.,87.5,it's time you two to get along,It's time you too learn to get along.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09866_L0224_E021.pt
S09870_L0219_E021,do you doubt i have such a sum,do you dare tell us,25.0,8,2,Do you doubt I have such a son?,87.5,do you doubt i have such a,Do you doubt I have such a son?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09870_L0219_E021.pt
S09877_L0242_E021,i should not be thrown around like luggage,i should not be thrown around like luggage,100.0,8,8,I should not be thrown around like that.,87.5,i should not be thrown around like,I should not be thrown around like luggage.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09877_L0242_E021.pt
S09884_L0206_E021,it was about the future of the soviet union,it was about the future of the soviet union,100.0,9,9,It was about the future of the Soviet Union.,100.0,it was about the future of the soviet union,It was about the future of the Soviet Union.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09884_L0206_E021.pt
S09892_L0206_E021,all we have to do is listen,all we have to do is listen,100.0,7,7,All we have to do is listen.,100.0,all we have to do is listen,All we have to do is listen.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09892_L0206_E021.pt
S09894_L0224_E021,i let him stay here because of you,i let him stay here because of you ,100.0,8,8,I let him stay here because of you.,100.0,i let him stay here because of you,I let him stay here because of you.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09894_L0224_E021.pt
S09899_L0201_E021,there is a lounge bar and lift,there is a lounge bar and lift,100.0,7,7,"There is a lounge, bar, and lift.",100.0,there is a lounge bar and lift,"There is a lounge, bar and lift.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09899_L0201_E021.pt
S09900_L0218_E021,and what was the rest of it,and what was the rest of it,100.0,7,7,And what was the rest of it?,100.0,and what was the rest of it,And what was the rest of it?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09900_L0218_E021.pt
S09904_L0206_E021,host performance is said to be unaffected by the board,close performance is supposed to be expected by the board ,70.0,10,7,Coast performance is said to be unaffected by the board.,90.0,performance is said to be unaffected by the board,Host performance is said to be unaffected by the board.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09904_L0206_E021.pt
S09904_L0212_E021,host performance is said to be unaffected by the board,post performance is said to be unexpected by the board,80.0,10,8,Coast performance is said to be unaffected by the board.,90.0,performance is said to be unaffected by the board,Host performance is said to be unaffected by the board.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09904_L0212_E021.pt
S09907_L0218_E021,for ever after all had not been so long,forever after all had not been so long,77.7777777778,9,7,"Forever, after all, had not been so long.",77.77777777777777,after all had not been so long,"Forever, after all, had not been so long.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09907_L0218_E021.pt
S09907_L0221_E021,for ever after all had not been so long,forever after all had not been so long,77.7777777778,9,7,"Forever, after all, had not been so long.",77.77777777777777,after all had not been so long,"Forever, after all, had not been so long.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09907_L0221_E021.pt
S09908_L0216_E021,where else could he have been going,may i ask where you have been going,42.8571428571,7,3,Where else could he have been going?,100.0,where else could he have been going,Where else could he have been going?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09908_L0216_E021.pt
S09911_L0242_E021,we have a strong science base in britain he said,we have a strong science base in britain he said,100.0,10,10,"We have a strong science base in Britain, he said.",100.0,we have a strong science base in britain he said,"We have a strong science base in Britain, he said.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09911_L0242_E021.pt
S09913_L0229_E021,he spoke to the financial controller too,he spoke to the financial controller too,100.0,7,7,He spoke to the financial controller too.,100.0,he spoke to the financial controller too,He spoke to the financial controller too.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09913_L0229_E021.pt
S09915_L0229_E021,can't anyone get this stinking wire off me,does anyone get this stinking wire off of me,87.5,8,7,Can't anyone get this stinking wire off me?,100.0,can't anyone get this stinking wire off me,Can't anyone get this stinking wire off me?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09915_L0229_E021.pt
S09915_L0242_E021,can't anyone get this stinking wire off me,can't anyone get this stinking wire off of me,100.0,8,8,Can't anyone get this sinking wire off me?,87.5,can't anyone get this wire off me,Can't anyone get this stinking wire off me?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09915_L0242_E021.pt
S09919_L0227_E021,well what i knew was i would get no more,well wherever he was he would get more,50.0,10,5,Well what I knew was I would get no more.,100.0,well what i knew was i would get no more,"Well, what I knew was I would get no more.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09919_L0227_E021.pt
S09920_L0200_E021,it was worse than the first time,it was worse than the first time,100.0,7,7,It was worse than the first time.,100.0,it was worse than the first time,It was worse than the first time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09920_L0200_E021.pt
S09920_L0240_E021,it was worse than the first time,it was worse than the first time ,100.0,7,7,It was worse than the first time.,100.0,it was worse than the first time,It was worse than the first time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09920_L0240_E021.pt
S09922_L0222_E021,no other director would have cast me no other,no other director would have cast me no other,100.0,9,9,No other director would have cast me. No other.,100.0,no other director would have cast me no other,"No other director would have cast me, no other.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09922_L0222_E021.pt
S09923_L0239_E021,perhaps you should go to your embassy,perhaps you should go to your enemy,85.7142857143,7,6,Perhaps you should go to your embassy.,100.0,perhaps you should go to your embassy,Perhaps you should go to your embassy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09923_L0239_E021.pt
S09928_L0219_E021,think for a moment what your house is worth today,think for a moment what your house is worth today,100.0,10,10,Think for a moment what your house is worth today.,100.0,think for a moment what your house is worth today,Think for a moment what your house is worth today.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09928_L0219_E021.pt
S09928_L0225_E021,think for a moment what your house is worth today,think for a moment what your house is worth today,100.0,10,10,Think for a moment what your house is worth today.,100.0,think for a moment what your house is worth today,Think for a moment what your house is worth today.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09928_L0225_E021.pt
S09935_L0240_E021,just you the wind the water and the sun,just you the wind the water the sun ,88.8888888889,9,8,"Just you, the wind, the water and the sun.",100.0,just you the wind the water and the sun,"Just you, the wind, the water and the sun.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09935_L0240_E021.pt
S09945_L0216_E021,i don't owe anyone except perhaps myself,i don't owe anyone except perhaps myself,100.0,7,7,I don't owe anyone except perhaps myself.,100.0,i don't owe anyone except perhaps myself,I don't owe anyone except perhaps myself.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09945_L0216_E021.pt
S09951_L0243_E021,i thank you my lord for your courtesy,i thank you my lord for your courtesy,100.0,8,8,I thank you my lord for your courtesy.,100.0,i thank you my lord for your courtesy,I thank you my lord for your courtesy.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09951_L0243_E021.pt
S09952_L0239_E021,her mother left her alone in an empty house,her mother left her alone in an empty house,100.0,9,9,Her mother left her alone in an empty house.,100.0,her mother left her alone in an empty house,Her mother left her alone in an empty house.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09952_L0239_E021.pt
S09961_L0222_E021,now who did you sit next to,love who did you sit next to,85.7142857143,7,6,"Now, who did you sit next to?",100.0,now who did you sit next to,"Now, who did you sit next to?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09961_L0222_E021.pt
S09964_L0225_E021,not because of your lovely mouth my dear,not because of your lovely mouth my dear,100.0,8,8,"Not because of your lovely mouth, my dear.",100.0,not because of your lovely mouth my dear,"Not because of your lovely mouth, my dear.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09964_L0225_E021.pt
S09964_L0231_E021,not because of your lovely mouth my dear,not because of your lovely mouth my dear ,100.0,8,8,"Not because of your lovely mouth, my dear.",100.0,not because of your lovely mouth my dear,"Not because of your lovely mouth, my dear.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09964_L0231_E021.pt
S09971_L0239_E021,it's a very sad day for the city,this is only sad thing to be,12.5,8,1,It's a very sad day for the city.,100.0,it's a very sad day for the city,It's a very sad day for the city.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09971_L0239_E021.pt
S09972_L0218_E021,the fifth aircraft returned with its torpedo,the sixth aircraft returned with its torpedo,85.7142857143,7,6,The fifth aircraft returned with its torpedo.,100.0,the fifth aircraft returned with its torpedo,The fifth aircraft returned with its torpedo.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09972_L0218_E021.pt
S09977_L0201_E021,his mother had always been careful with money,his mother had always been careful with money,100.0,8,8,His mother had always been careful with money.,100.0,his mother had always been careful with money,His mother had always been careful with money.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09977_L0201_E021.pt
S10000_L0217_E021,do i need to treat the mortar,do i need to treat,71.4285714286,7,5,Do I need to treat the mortar?,100.0,do i need to treat the mortar,Do I need to treat the mortar?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S10000_L0217_E021.pt
S08508_L0201_E018,and it is the most incredible thing,the most incredible thing,57.1428571429,7,4,And it is the most incredible thing.,100.0,and it is the most incredible thing,And it is the most incredible thing.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08508_L0201_E018.pt
S08510_L0229_E018,i suppose you wouldn't be free for dinner this evening,i suppose you wouldn't be free evening,70.0,10,7,I suppose you wouldn't be free for dinner this evening.,100.0,i suppose you wouldn't be free for dinner this evening,I suppose you wouldn't be free for dinner this evening?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08510_L0229_E018.pt
S08510_L0242_E018,i suppose you wouldn't be free for dinner this evening,the possibility,0.0,10,0,I suppose you wouldn't be free for dinner this evening.,100.0,i suppose you wouldn't be free for dinner this evening,I suppose you wouldn't be free for dinner this evening?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08510_L0242_E018.pt
S08512_L0225_E018,the system would not let him down again,the system would not let him down,87.5,8,7,The system will not let you go on the game.,50.0,the system not let,The system would not let him down again.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08512_L0225_E018.pt
S08512_L0231_E018,the system would not let him down again,the system would not let him down again,100.0,8,8,The system was not letting down the game.,50.0,the system not down,The system would not let him down again.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08512_L0231_E018.pt
S08515_L0239_E018,she said mum gave it to me,she said mum doesn't smoke,42.8571428571,7,3,"She said, Mom gave it to me.",85.71428571428571,she said gave it to me,"She said, Mum gave it to me.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08515_L0239_E018.pt
S08529_L0243_E018,i think he confirmed this on saturday,i think you confirmed this on saturday ,85.7142857143,7,6,I think he confirmed this on Saturday.,100.0,i think he confirmed this on saturday,I think he confirmed this on Saturday.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08529_L0243_E018.pt
S08532_L0212_E018,the term mixed race is also inaccurate,the term mixed race is,71.4285714286,7,5,The term nextres is also inaccurate.,71.42857142857143,the term is also inaccurate,The term mixed race is also inaccurate.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08532_L0212_E018.pt
